"StationName","StationLocation","DateTime","RecordId","RoadSurfaceTemperature","AirTemperature"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 14 05:01:00 AM","6584067","51.17","46.10"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 14 07:50:00 PM","5285026","49.02","47.70"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 14 10:25:00 PM","5285181","48.08","47.50"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 14 10:44:00 PM","5285200","47.92","47.29"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 15 12:23:00 AM","7011197","45.70","43.77"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 15 12:24:00 AM","7011198","45.69","43.76"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 15 12:25:00 AM","7011199","45.69","43.70"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 15 12:26:00 AM","7011200","45.66","43.71"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 15 12:27:00 AM","7011201","45.65","43.70"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 15 12:28:00 AM","7011202","45.63","43.69"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 15 12:29:00 AM","7011203","45.61","43.69"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 15 12:30:00 AM","7011204","45.60","43.63"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 12:16:00 AM","6585222","49.31","43.10"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 12:17:00 AM","6585223","49.31","43.09"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 12:18:00 AM","6585224","49.31","43.11"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 12:19:00 AM","6585225","49.31","43.12"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 12:20:00 AM","6585226","49.29","43.14"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 12:21:00 AM","6585227","49.27","43.20"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 12:22:00 AM","6585228","49.27","43.18"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 12:23:00 AM","6585229","49.27","43.14"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 12:24:00 AM","6585230","49.27","43.01"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 12:25:00 AM","6585231","49.26","42.90"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 12:26:00 AM","6585232","49.25","42.64"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 12:27:00 AM","6585233","49.24","42.60"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 12:28:00 AM","6585234","49.23","42.65"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 12:29:00 AM","6585235","49.23","42.66"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 12:30:00 AM","6585236","49.22","42.61"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 15 02:32:00 PM","7012046","60.61","46.23"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 15 02:33:00 PM","7012047","60.33","46.27"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 15 02:34:00 PM","7012048","60.07","46.39"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 15 02:35:00 PM","7012049","59.79","46.12"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 15 02:36:00 PM","7012050","59.52","45.89"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 15 02:37:00 PM","7012051","59.26","45.73"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 15 02:38:00 PM","7012052","58.99","45.68"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 15 02:39:00 PM","7012053","58.69","45.85"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 15 02:40:00 PM","7012054","58.41","46.09"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 02:26:00 PM","6586072","53.48","44.94"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 02:27:00 PM","6586073","53.50","45.31"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 02:28:00 PM","6586074","53.53","45.56"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 02:29:00 PM","6586075","53.54","45.71"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 02:30:00 PM","6586076","53.54","45.72"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 02:31:00 PM","6586077","53.54","45.86"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 02:32:00 PM","6586078","53.55","45.87"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 02:33:00 PM","6586079","53.56","45.88"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 02:34:00 PM","6586080","53.57","45.98"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 02:35:00 PM","6586081","53.56","45.97"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 02:36:00 PM","6586082","53.56","45.91"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 02:37:00 PM","6586083","53.55","45.80"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 02:38:00 PM","6586084","53.56","45.54"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 02:39:00 PM","6586085","53.56","45.43"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 02:40:00 PM","6586086","53.56","45.35"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 06:18:00 PM","3908397","50.21","41.52"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 06:13:00 PM","6586299","47.85","41.42"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 06:17:00 PM","6586303","47.81","41.50"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 15 06:39:00 PM","7031286","46.83","46.83"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 15 06:30:00 PM","7012284","43.88","41.81"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 15 06:38:00 PM","7012292","43.84","41.80"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 06:37:00 PM","6586323","47.69","41.18"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 15 06:49:00 PM","7031296","46.60","46.60"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 15 06:38:00 PM","5286394","45.43","42.52"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 15 06:38:00 PM","7012292","43.84","41.80"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 06:50:00 PM","6586336","47.60","41.41"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 15 02:49:00 PM","7012063","56.29","46.02"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 15 06:56:00 PM","7012310","43.60","41.42"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:16:00 PM","5286252","48.39","43.27"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:17:00 PM","5286253","48.37","43.31"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:18:00 PM","5286254","48.34","43.46"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:19:00 PM","5286255","48.32","43.49"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:20:00 PM","5286256","48.30","43.35"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:21:00 PM","5286257","48.28","43.34"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:22:00 PM","5286258","48.26","43.34"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:23:00 PM","5286259","48.24","43.33"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:24:00 PM","5286260","48.22","43.17"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:25:00 PM","5286261","48.19","43.25"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:26:00 PM","5286262","48.16","43.18"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:27:00 PM","5286263","48.13","43.23"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:28:00 PM","5286264","48.10","43.14"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:29:00 PM","5286265","48.08","42.90"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:30:00 PM","5286266","48.05","42.68"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 15 07:01:00 PM","5286417","44.87","42.32"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 15 07:08:00 PM","5286424","44.74","42.30"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 15 07:04:00 PM","7012318","43.56","41.27"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 07:08:00 PM","6586354","47.44","41.00"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 15 07:14:00 PM","7031321","46.21","46.21"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 15 07:10:00 PM","5286426","44.69","42.24"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 15 07:15:00 PM","5286431","44.61","42.19"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 15 07:20:00 PM","5286436","44.53","41.87"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 07:08:00 PM","6586354","47.44","41.00"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 07:26:00 PM","3908465","49.80","41.49"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 15 02:50:00 PM","7012064","56.08","46.03"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 02:36:00 PM","6586082","53.56","45.91"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 02:37:00 PM","6586083","53.55","45.80"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 02:38:00 PM","6586084","53.56","45.54"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 02:39:00 PM","6586085","53.56","45.43"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 02:40:00 PM","6586086","53.56","45.35"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 02:41:00 PM","6586087","53.54","45.35"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 02:42:00 PM","6586088","53.52","45.32"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 02:43:00 PM","6586089","53.52","45.20"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 02:44:00 PM","6586090","53.49","45.19"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 02:45:00 PM","6586091","53.48","45.31"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 02:46:00 PM","6586092","53.46","45.26"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 02:47:00 PM","6586093","53.44","45.22"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 02:48:00 PM","6586094","53.42","45.15"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 02:49:00 PM","6586095","53.40","45.08"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 02:50:00 PM","6586096","53.37","45.07"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 07:30:00 PM","3908469","49.76","41.46"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 15 07:26:00 PM","7031333","46.02","46.02"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 07:20:00 PM","5286436","44.53","41.87"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 07:24:00 PM","5286440","44.45","41.58"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 15 07:28:00 PM","7012342","43.13","41.01"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 15 07:22:00 PM","6586368","47.32","40.37"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 12:36:00 AM","5285312","47.18","45.74"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 12:37:00 AM","5285313","47.17","45.35"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 12:38:00 AM","5285314","47.15","45.24"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 12:39:00 AM","5285315","47.15","45.08"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 12:40:00 AM","5285316","47.14","44.92"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:36:00 PM","5286272","47.82","42.43"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:37:00 PM","5286273","47.78","42.20"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:38:00 PM","5286274","47.73","42.07"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:39:00 PM","5286275","47.69","42.08"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:40:00 PM","5286276","47.64","42.10"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:41:00 PM","5286277","47.59","42.16"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:42:00 PM","5286278","47.56","42.13"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:43:00 PM","5286279","47.52","42.17"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:44:00 PM","5286280","47.48","42.14"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:45:00 PM","5286281","47.45","42.13"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:46:00 PM","5286282","47.41","42.18"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:47:00 PM","5286283","47.37","42.24"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:48:00 PM","5286284","47.35","42.22"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:49:00 PM","5286285","47.31","42.25"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:50:00 PM","5286286","47.28","42.21"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 04:56:00 PM","3908315","50.42","42.40"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 04:57:00 PM","3908316","50.42","42.42"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 04:58:00 PM","3908317","50.43","42.47"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 04:59:00 PM","3908318","50.43","42.35"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 05:00:00 PM","3908319","50.43","42.35"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 05:01:00 PM","3908320","50.43","42.33"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 05:02:00 PM","3908321","50.43","42.40"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 05:03:00 PM","3908322","50.43","42.23"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 05:04:00 PM","3908323","50.43","42.12"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 05:05:00 PM","3908324","50.43","42.16"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 05:06:00 PM","3908325","50.43","42.19"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 05:07:00 PM","3908326","50.43","42.04"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 05:08:00 PM","3908327","50.43","41.83"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 05:09:00 PM","3908328","50.42","41.70"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 05:10:00 PM","3908329","50.42","41.82"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:56:00 PM","5286292","47.24","42.36"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:57:00 PM","5286293","47.24","42.50"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:58:00 PM","5286294","47.22","42.55"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:59:00 PM","5286295","47.21","42.46"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 05:00:00 PM","5286296","47.21","42.50"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 05:01:00 PM","5286297","47.21","42.53"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 05:02:00 PM","5286298","47.20","42.44"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 05:03:00 PM","5286299","47.21","42.32"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 05:04:00 PM","5286300","47.22","42.30"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 05:05:00 PM","5286301","47.22","42.39"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 05:06:00 PM","5286302","47.23","42.48"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 04:06:00 PM","3908265","50.20","44.45"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 04:07:00 PM","3908266","50.20","44.43"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 04:08:00 PM","3908267","50.22","44.50"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 04:09:00 PM","3908268","50.24","44.37"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 04:10:00 PM","3908269","50.24","44.50"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 04:11:00 PM","3908270","50.24","44.68"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 04:12:00 PM","3908271","50.24","44.77"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 04:13:00 PM","3908272","50.26","44.79"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 04:14:00 PM","3908273","50.26","44.80"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 04:15:00 PM","3908274","50.28","44.76"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 04:16:00 PM","3908275","50.29","44.74"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 04:17:00 PM","3908276","50.29","44.78"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 04:18:00 PM","3908277","50.29","44.93"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 04:19:00 PM","3908278","50.29","45.08"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 04:20:00 PM","3908279","50.30","45.17"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:06:00 PM","5286242","48.58","42.66"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:07:00 PM","5286243","48.56","42.73"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:08:00 PM","5286244","48.55","42.77"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:09:00 PM","5286245","48.52","42.87"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:10:00 PM","5286246","48.51","42.90"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:11:00 PM","5286247","48.49","43.00"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:12:00 PM","5286248","48.47","43.08"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:13:00 PM","5286249","48.45","43.20"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:14:00 PM","5286250","48.43","43.31"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:15:00 PM","5286251","48.41","43.30"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:16:00 PM","5286252","48.39","43.27"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:17:00 PM","5286253","48.37","43.31"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:18:00 PM","5286254","48.34","43.46"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:19:00 PM","5286255","48.32","43.49"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 04:20:00 PM","5286256","48.30","43.35"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 15 04:06:00 PM","5286242","48.58","42.66"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 06:17:00 PM","5286373","45.68","41.29"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 06:18:00 PM","5286374","45.66","41.35"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 06:19:00 PM","5286375","45.64","41.56"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 15 06:20:00 PM","5286376","45.64","41.67"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 15 06:06:00 PM","7031253","46.96","46.96"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 15 06:07:00 PM","7031254","46.96","46.96"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 15 06:08:00 PM","7031255","46.97","46.97"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 15 06:09:00 PM","7031256","46.98","46.98"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 15 06:10:00 PM","7031257","46.99","46.99"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 15 06:11:00 PM","7031258","47.00","47.00"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 15 06:12:00 PM","7031259","47.00","47.00"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 15 06:13:00 PM","7031260","47.00","47.00"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 15 06:14:00 PM","7031261","47.00","47.00"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 15 06:15:00 PM","7031262","47.00","47.00"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 15 06:16:00 PM","7031263","46.99","46.99"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 15 06:17:00 PM","7031264","46.97","46.97"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 15 06:18:00 PM","7031265","46.96","46.96"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 15 06:19:00 PM","7031266","46.96","46.96"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 15 06:20:00 PM","7031267","46.96","46.96"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 15 06:06:00 PM","5286362","45.98","41.58"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 15 06:07:00 PM","5286363","45.95","41.63"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 15 06:08:00 PM","5286364","45.92","41.58"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 15 06:09:00 PM","5286365","45.89","41.42"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 15 06:10:00 PM","5286366","45.87","41.23"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 15 06:11:00 PM","5286367","45.84","41.19"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 15 06:12:00 PM","5286368","45.80","41.21"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 15 06:13:00 PM","5286369","45.77","41.27"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 15 06:14:00 PM","5286370","45.75","41.42"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 15 06:15:00 PM","5286371","45.72","41.40"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 15 06:16:00 PM","5286372","45.69","41.30"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 15 06:17:00 PM","5286373","45.68","41.29"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 15 06:18:00 PM","5286374","45.66","41.35"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 15 06:19:00 PM","5286375","45.64","41.56"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 15 06:20:00 PM","5286376","45.64","41.67"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 15 06:06:00 PM","7012260","43.58","41.78"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 15 06:07:00 PM","7012261","43.60","41.77"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 15 06:08:00 PM","7012262","43.63","41.78"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 15 06:09:00 PM","7012263","43.64","41.77"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 15 06:10:00 PM","7012264","43.67","41.68"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 15 06:11:00 PM","7012265","43.69","41.71"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 15 06:12:00 PM","7012266","43.72","41.73"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 15 06:13:00 PM","7012267","43.72","41.68"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 14 10:49:00 PM","5285205","47.88","47.16"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 15 12:37:00 AM","7011211","45.45","43.40"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 15 12:38:00 AM","7011212","45.44","43.43"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 15 12:39:00 AM","7011213","45.41","43.39"
